grammar_type,query_id,query_type,strategy_name,rank,doc_id,score
loose,duration_02,Relevant (Other Duration),Metadata Sparse,2,session_058,0.2600310720204486
loose,duration_02,Relevant (Other Duration),Metadata Sparse,3,session_078,0.2600310720204486
loose,duration_02,Relevant (Other Duration),Metadata Sparse,4,session_003,0.22583137813614074
loose,duration_02,Relevant (Other Duration),Metadata Sparse,5,session_048,0.15266813061428797
loose,duration_02,Relevant (Other Duration),Metadata Sparse,6,session_023,0.06239383099531004
loose,duration_02,Relevant (Other Duration),Metadata Sparse,7,session_044,0.056525033791950896
loose,duration_02,Relevant (Other Duration),Metadata Sparse,8,session_010,-0.09564006160781835
loose,duration_02,Relevant (Other Duration),Metadata Sparse,9,session_089,-0.12765220594821525
loose,duration_02,Relevant (Other Duration),Metadata Sparse,10,session_047,-0.2229855790150551
loose,duration_02,Relevant (Other Duration),Dense Retriever,1,session_078,0.8089292049407959
loose,duration_02,Relevant (Other Duration),Dense Retriever,2,session_018,0.8079013228416443
loose,duration_02,Relevant (Other Duration),Dense Retriever,3,session_039,0.806854784488678
loose,duration_02,Relevant (Other Duration),Dense Retriever,4,session_064,0.8061531782150269
loose,duration_02,Relevant (Other Duration),Dense Retriever,5,session_058,0.8055117130279541
loose,duration_02,Relevant (Other Duration),Dense Retriever,6,session_005,0.8052332401275635
loose,duration_02,Relevant (Other Duration),Dense Retriever,7,session_041,0.805095911026001
loose,duration_02,Relevant (Other Duration),Dense Retriever,8,session_051,0.8044986724853516
loose,duration_02,Relevant (Other Duration),Dense Retriever,9,session_023,0.8039257526397705
loose,duration_02,Relevant (Other Duration),Dense Retriever,10,session_048,0.8038984537124634
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,1,session_075,0.009836065573770493
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,2,session_095,0.009677419354838708
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,3,session_026,0.009523809523809523
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,4,session_027,0.009375
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,5,session_038,0.009230769230769232
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,6,session_043,0.00909090909090909
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,7,session_071,0.008955223880597014
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,8,session_074,0.008823529411764706
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,9,session_077,0.008695652173913044
loose,duration_02,Relevant (Other Duration),Dynamic Hybrid RRF,10,session_091,0.00857142857142857
loose,duration_03,Relevant (Other Duration),Field Retriever,1,session_062,11.25
loose,duration_03,Relevant (Other Duration),Field Retriever,2,session_016,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,3,session_024,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,4,session_028,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,5,session_034,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,6,session_055,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,7,session_099,11.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,8,session_075,10.25
loose,duration_03,Relevant (Other Duration),Field Retriever,9,session_027,10.228571428571428
loose,duration_03,Relevant (Other Duration),Field Retriever,10,session_038,10.228571428571428
loose,duration_03,Relevant (Other Duration),Metadata Sparse,1,session_083,0.38379043174742034
loose,duration_03,Relevant (Other Duration),Metadata Sparse,2,session_089,-0.12765220594821525
loose,duration_03,Relevant (Other Duration),Metadata Sparse,3,session_041,-0.24442924991683468
loose,duration_03,Relevant (Other Duration),Metadata Sparse,4,session_046,-0.24810709531149433
loose,duration_03,Relevant (Other Duration),Metadata Sparse,5,session_003,-0.335931119859179
loose,duration_03,Relevant (Other Duration),Metadata Sparse,6,session_058,-0.335931119859179
loose,duration_03,Relevant (Other Duration),Metadata Sparse,7,session_078,-0.335931119859179
loose,duration_03,Relevant (Other Duration),Metadata Sparse,8,session_060,-0.33973112916213133
loose,duration_03,Relevant (Other Duration),Metadata Sparse,9,session_048,-0.34048220253107764
loose,duration_03,Relevant (Other Duration),Metadata Sparse,10,session_023,-0.40910715207349846
loose,duration_03,Relevant (Other Duration),Dense Retriever,1,session_062,0.8205888271331787
loose,duration_03,Relevant (Other Duration),Dense Retriever,2,session_024,0.8198061585426331
loose,duration_03,Relevant (Other Duration),Dense Retriever,3,session_077,0.8194591999053955
loose,duration_03,Relevant (Other Duration),Dense Retriever,4,session_027,0.8191677927970886
loose,duration_03,Relevant (Other Duration),Dense Retriever,5,session_075,0.8189864158630371
loose,duration_03,Relevant (Other Duration),Dense Retriever,6,session_038,0.8180267810821533
loose,duration_03,Relevant (Other Duration),Dense Retriever,7,session_099,0.8177935481071472
loose,duration_03,Relevant (Other Duration),Dense Retriever,8,session_028,0.8175686597824097
loose,duration_03,Relevant (Other Duration),Dense Retriever,9,session_034,0.8175643682479858
loose,duration_03,Relevant (Other Duration),Dense Retriever,10,session_071,0.8173254728317261
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,1,session_062,0.012295081967213116
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,2,session_024,0.0119431643625192
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,3,session_028,0.011580882352941177
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,4,session_034,0.011404682274247492
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,5,session_099,0.011194029850746266
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,6,session_075,0.011131221719457013
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,7,session_027,0.011039402173913044
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,8,session_038,0.010844155844155844
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,9,session_016,0.009677419354838708
loose,duration_03,Relevant (Other Duration),Dynamic Hybrid RRF,10,session_055,0.00909090909090909
loose,shotside_01,Relevant (Single Shotside),Field Retriever,1,session_016,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,2,session_024,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,3,session_026,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,4,session_027,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,5,session_028,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,6,session_034,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,7,session_038,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,8,session_043,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,9,session_055,9.275
loose,shotside_01,Relevant (Single Shotside),Field Retriever,10,session_062,9.275
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,1,session_090,-1.0772812216085483
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,2,session_073,-1.097838210802324
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,3,session_006,-1.0982841143428246
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,4,session_045,-1.0982841143428246
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,5,session_068,-1.099177008969945
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,6,session_021,-1.1071281694916106
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,7,session_002,-1.1074808468115387
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,8,session_069,-1.1074808468115387
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,9,session_087,-1.1074808468115387
loose,shotside_01,Relevant (Single Shotside),Metadata Sparse,10,session_035,-1.1085402282115198
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,1,session_024,0.8597241640090942
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,2,session_038,0.8590664863586426
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,3,session_027,0.8589807152748108
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,4,session_077,0.8585789203643799
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,5,session_095,0.8580323457717896
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,6,session_075,0.8579080700874329
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,7,session_074,0.8577504754066467
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,8,session_062,0.8572894930839539
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,9,session_026,0.8568284511566162
loose,shotside_01,Relevant (Single Shotside),Dense Retriever,10,session_043,0.8564083576202393
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,1,session_024,0.012136435748281332
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,2,session_027,0.01175595238095238
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,3,session_026,0.011697722567287783
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,4,session_038,0.01137457871930669
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,5,session_043,0.010966386554621848
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,6,session_062,0.010777310924369746
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,7,session_016,0.009836065573770493
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,8,session_028,0.009230769230769232
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,9,session_034,0.00909090909090909
loose,shotside_01,Relevant (Single Shotside),Dynamic Hybrid RRF,10,session_055,0.008695652173913044
loose,shotside_02,Relevant (Single Shotside),Field Retriever,1,session_090,9.5
loose,shotside_02,Relevant (Single Shotside),Field Retriever,2,session_012,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,3,session_013,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,4,session_022,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,5,session_025,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,6,session_029,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,7,session_031,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,8,session_037,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,9,session_047,9.275
loose,shotside_02,Relevant (Single Shotside),Field Retriever,10,session_049,9.275
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,1,session_019,2.2722515607163962
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,2,session_070,2.236103934300586
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,3,session_030,2.200886679074656
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,4,session_065,2.1860913798762356
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,5,session_082,2.1474816792453875
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,6,session_031,1.881066423675078
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,7,session_088,1.881066423675078
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,8,session_067,1.8773115224461432
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,9,session_022,1.8735698256339446
loose,shotside_02,Relevant (Single Shotside),Metadata Sparse,10,session_013,1.8281499728987858
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,1,session_093,0.8323967456817627
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,2,session_063,0.8307540416717529
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,3,session_025,0.8293203115463257
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,4,session_029,0.8285768628120422
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,5,session_037,0.8282668590545654
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,6,session_067,0.8279842138290405
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,7,session_013,0.827765941619873
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,8,session_049,0.8276107311248779
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,9,session_076,0.8275214433670044
loose,shotside_02,Relevant (Single Shotside),Dense Retriever,10,session_097,0.827002763748169
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,1,session_013,0.015334044065387346
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,2,session_022,0.012998188405797102
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,3,session_031,0.012743102668475802
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,4,session_025,0.011611721611721613
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,5,session_029,0.01143465909090909
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,6,session_037,0.011131221719457013
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,7,session_049,0.010777310924369746
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,8,session_090,0.009836065573770493
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,9,session_012,0.009677419354838708
loose,shotside_02,Relevant (Single Shotside),Dynamic Hybrid RRF,10,session_047,0.008695652173913044
loose,vague_01,Vague But Relevant,Metadata Sparse,1,session_089,0.483972479241513
loose,vague_01,Vague But Relevant,Metadata Sparse,2,session_010,0.47102639844025584
loose,vague_01,Vague But Relevant,Metadata Sparse,3,session_083,0.3086081779159613
loose,vague_01,Vague But Relevant,Metadata Sparse,4,session_041,0.300082685037141
loose,vague_01,Vague But Relevant,Metadata Sparse,5,session_047,0.29586514433109357
loose,vague_01,Vague But Relevant,Metadata Sparse,6,session_032,0.291677351079606
loose,vague_01,Vague But Relevant,Metadata Sparse,7,session_046,0.291677351079606
loose,vague_01,Vague But Relevant,Metadata Sparse,8,session_056,0.28959451972522676
loose,vague_01,Vague But Relevant,Metadata Sparse,9,session_003,0.15186209242724025
loose,vague_01,Vague But Relevant,Metadata Sparse,10,session_058,0.15186209242724025
loose,vague_01,Vague But Relevant,Dense Retriever,1,session_048,0.8629844784736633
loose,vague_01,Vague But Relevant,Dense Retriever,2,session_005,0.8629239201545715
loose,vague_01,Vague But Relevant,Dense Retriever,3,session_041,0.8623253107070923
loose,vague_01,Vague But Relevant,Dense Retriever,4,session_023,0.8621349334716797
loose,vague_01,Vague But Relevant,Dense Retriever,5,session_044,0.8617956638336182
loose,vague_01,Vague But Relevant,Dense Retriever,6,session_060,0.8612542152404785
loose,vague_01,Vague But Relevant,Dense Retriever,7,session_047,0.8612108826637268
loose,vague_01,Vague But Relevant,Dense Retriever,8,session_083,0.8608025908470154
loose,vague_01,Vague But Relevant,Dense Retriever,9,session_078,0.8603563904762268
loose,vague_01,Vague But Relevant,Dense Retriever,10,session_014,0.8598771095275879
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,1,session_041,0.0070560515873015865
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,2,session_083,0.0070261437908496725
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,3,session_047,0.00687715269804822
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,4,session_089,0.005737704918032787
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,5,session_010,0.00564516129032258
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,6,session_032,0.0053030303030303025
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,7,session_046,0.005223880597014925
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,8,session_056,0.005147058823529412
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,9,session_003,0.005072463768115942
loose,vague_01,Vague But Relevant,Dynamic Hybrid RRF,10,session_058,0.004999999999999999
loose,vague_02,Vague But Relevant,Field Retriever,1,session_002,1.5
loose,vague_02,Vague But Relevant,Field Retriever,2,session_006,1.5
loose,vague_02,Vague But Relevant,Field Retriever,3,session_007,1.5
loose,vague_02,Vague But Relevant,Field Retriever,4,session_021,1.5
loose,vague_02,Vague But Relevant,Field Retriever,5,session_035,1.5
loose,vague_02,Vague But Relevant,Field Retriever,6,session_045,1.5
loose,vague_02,Vague But Relevant,Field Retriever,7,session_068,1.5
loose,vague_02,Vague But Relevant,Field Retriever,8,session_069,1.5
loose,vague_02,Vague But Relevant,Field Retriever,9,session_073,1.5
loose,vague_02,Vague But Relevant,Field Retriever,10,session_087,1.5
loose,vague_02,Vague But Relevant,Metadata Sparse,1,session_089,0.7560484225143967
loose,vague_02,Vague But Relevant,Metadata Sparse,2,session_010,0.6492622105287735
loose,vague_02,Vague But Relevant,Metadata Sparse,3,session_046,0.5312929549376619
loose,vague_02,Vague But Relevant,Metadata Sparse,4,session_083,0.48014165102648443
loose,vague_02,Vague But Relevant,Metadata Sparse,5,session_047,0.4697789312760794
loose,vague_02,Vague But Relevant,Metadata Sparse,6,session_056,0.4646885516380408
loose,vague_02,Vague But Relevant,Metadata Sparse,7,session_041,0.4300859836349651
loose,vague_02,Vague But Relevant,Metadata Sparse,8,session_032,0.4229219961795061
loose,vague_02,Vague But Relevant,Metadata Sparse,9,session_060,0.3649543633706981
loose,vague_02,Vague But Relevant,Metadata Sparse,10,session_048,0.3636458308207554
loose,vague_02,Vague But Relevant,Dense Retriever,1,session_083,0.8281327486038208
loose,vague_02,Vague But Relevant,Dense Retriever,2,session_044,0.8280581831932068
loose,vague_02,Vague But Relevant,Dense Retriever,3,session_023,0.8279880285263062
loose,vague_02,Vague But Relevant,Dense Retriever,4,session_078,0.8277754783630371
loose,vague_02,Vague But Relevant,Dense Retriever,5,session_060,0.827735185623169
loose,vague_02,Vague But Relevant,Dense Retriever,6,session_048,0.8275434970855713
loose,vague_02,Vague But Relevant,Dense Retriever,7,session_047,0.8272296786308289
loose,vague_02,Vague But Relevant,Dense Retriever,8,session_058,0.8271873593330383
loose,vague_02,Vague But Relevant,Dense Retriever,9,session_003,0.8265674114227295
loose,vague_02,Vague But Relevant,Dense Retriever,10,session_061,0.8263779878616333
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,1,session_002,0.009016393442622951
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,2,session_006,0.008870967741935484
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,3,session_007,0.00873015873015873
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,4,session_021,0.00859375
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,5,session_035,0.008461538461538463
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,6,session_045,0.008333333333333335
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,7,session_068,0.008208955223880597
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,8,session_069,0.008088235294117648
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,9,session_073,0.007971014492753625
loose,vague_02,Vague But Relevant,Dynamic Hybrid RRF,10,session_087,0.007857142857142858
loose,vague_03,Vague But Relevant,Metadata Sparse,1,session_089,0.9581068555478969
loose,vague_03,Vague But Relevant,Metadata Sparse,2,session_010,0.9495764368479165
loose,vague_03,Vague But Relevant,Metadata Sparse,3,session_083,0.8620766245979342
loose,vague_03,Vague But Relevant,Metadata Sparse,4,session_041,0.856537910890295
loose,vague_03,Vague But Relevant,Metadata Sparse,5,session_047,0.8537951576313868
loose,vague_03,Vague But Relevant,Metadata Sparse,6,session_032,0.8510699136584507
loose,vague_03,Vague But Relevant,Metadata Sparse,7,session_046,0.8510699136584507
loose,vague_03,Vague But Relevant,Metadata Sparse,8,session_056,0.8497138053425203
loose,vague_03,Vague But Relevant,Metadata Sparse,9,session_003,0.7733164893052515
loose,vague_03,Vague But Relevant,Metadata Sparse,10,session_058,0.7733164893052515
loose,vague_03,Vague But Relevant,Dense Retriever,1,session_099,0.823772132396698
loose,vague_03,Vague But Relevant,Dense Retriever,2,session_083,0.8225098848342896
loose,vague_03,Vague But Relevant,Dense Retriever,3,session_023,0.8223037123680115
loose,vague_03,Vague But Relevant,Dense Retriever,4,session_005,0.8218309879302979
loose,vague_03,Vague But Relevant,Dense Retriever,5,session_060,0.8208157420158386
loose,vague_03,Vague But Relevant,Dense Retriever,6,session_078,0.8207752704620361
loose,vague_03,Vague But Relevant,Dense Retriever,7,session_044,0.8204020857810974
loose,vague_03,Vague But Relevant,Dense Retriever,8,session_089,0.8200012445449829
loose,vague_03,Vague But Relevant,Dense Retriever,9,session_041,0.819919228553772
loose,vague_03,Vague But Relevant,Dense Retriever,10,session_003,0.8197773694992065
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,1,session_089,0.007208293153326904
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,2,session_083,0.007168458781362006
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,3,session_041,0.00691802536231884
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,4,session_003,0.00650103519668737
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,5,session_010,0.00564516129032258
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,6,session_047,0.005384615384615384
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,7,session_032,0.0053030303030303025
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,8,session_046,0.005223880597014925
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,9,session_056,0.005147058823529412
loose,vague_03,Vague But Relevant,Dynamic Hybrid RRF,10,session_058,0.004999999999999999
loose,vague_04,Vague But Relevant,Field Retriever,1,session_016,5.0
loose,vague_04,Vague But Relevant,Field Retriever,2,session_024,5.0
loose,vague_04,Vague But Relevant,Field Retriever,3,session_026,5.0
loose,vague_04,Vague But Relevant,Field Retriever,4,session_027,5.0
loose,vague_04,Vague But Relevant,Field Retriever,5,session_028,5.0
loose,vague_04,Vague But Relevant,Field Retriever,6,session_034,5.0
loose,vague_04,Vague But Relevant,Field Retriever,7,session_038,5.0
loose,vague_04,Vague But Relevant,Field Retriever,8,session_043,5.0
loose,vague_04,Vague But Relevant,Field Retriever,9,session_055,5.0
loose,vague_04,Vague But Relevant,Field Retriever,10,session_062,5.0
loose,vague_04,Vague But Relevant,Metadata Sparse,1,session_010,-2.2116272094867027
loose,vague_04,Vague But Relevant,Metadata Sparse,2,session_082,-2.2126870250723134
loose,vague_04,Vague But Relevant,Metadata Sparse,3,session_019,-2.2190705924368785
loose,vague_04,Vague But Relevant,Metadata Sparse,4,session_065,-2.221207899562529
loose,vague_04,Vague But Relevant,Metadata Sparse,5,session_084,-2.223349961325801
loose,vague_04,Vague But Relevant,Metadata Sparse,6,session_030,-2.2244227806669334
loose,vague_04,Vague But Relevant,Metadata Sparse,7,session_070,-2.2319661064560545
loose,vague_04,Vague But Relevant,Metadata Sparse,8,session_029,-2.2509228504295535
loose,vague_04,Vague But Relevant,Metadata Sparse,9,session_056,-2.2509228504295535
loose,vague_04,Vague But Relevant,Metadata Sparse,10,session_042,-2.2516775668602174
loose,vague_04,Vague But Relevant,Dense Retriever,1,session_062,0.857044517993927
loose,vague_04,Vague But Relevant,Dense Retriever,2,session_024,0.8567259907722473
loose,vague_04,Vague But Relevant,Dense Retriever,3,session_027,0.8561612367630005
loose,vague_04,Vague But Relevant,Dense Retriever,4,session_038,0.855929970741272
loose,vague_04,Vague But Relevant,Dense Retriever,5,session_074,0.8558876514434814
loose,vague_04,Vague But Relevant,Dense Retriever,6,session_077,0.8551018238067627
loose,vague_04,Vague But Relevant,Dense Retriever,7,session_034,0.8548765182495117
loose,vague_04,Vague But Relevant,Dense Retriever,8,session_043,0.8547418117523193
loose,vague_04,Vague But Relevant,Dense Retriever,9,session_091,0.8540598750114441
loose,vague_04,Vague But Relevant,Dense Retriever,10,session_095,0.8539544939994812
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,1,session_024,0.010483870967741936
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,2,session_027,0.010181051587301588
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,3,session_034,0.00982587064676617
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,4,session_038,0.009771455223880596
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,5,session_043,0.009558823529411765
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,6,session_062,0.00949648711943794
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,7,session_016,0.009016393442622951
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,8,session_026,0.00873015873015873
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,9,session_028,0.008461538461538463
loose,vague_04,Vague But Relevant,Dynamic Hybrid RRF,10,session_055,0.007971014492753625
loose,vague_05,Vague But Relevant,Field Retriever,1,session_010,5.0
loose,vague_05,Vague But Relevant,Field Retriever,2,session_012,5.0
loose,vague_05,Vague But Relevant,Field Retriever,3,session_013,5.0
loose,vague_05,Vague But Relevant,Field Retriever,4,session_019,5.0
loose,vague_05,Vague But Relevant,Field Retriever,5,session_020,5.0
loose,vague_05,Vague But Relevant,Field Retriever,6,session_022,5.0
loose,vague_05,Vague But Relevant,Field Retriever,7,session_025,5.0
loose,vague_05,Vague But Relevant,Field Retriever,8,session_029,5.0
loose,vague_05,Vague But Relevant,Field Retriever,9,session_030,5.0
loose,vague_05,Vague But Relevant,Field Retriever,10,session_031,5.0
loose,vague_05,Vague But Relevant,Metadata Sparse,1,session_070,3.240552285366154
loose,vague_05,Vague But Relevant,Metadata Sparse,2,session_030,3.1992775650570238
loose,vague_05,Vague But Relevant,Metadata Sparse,3,session_065,3.181908517279095
loose,vague_05,Vague But Relevant,Metadata Sparse,4,session_019,3.170433549222838
loose,vague_05,Vague But Relevant,Metadata Sparse,5,session_082,3.1364999183443785
loose,vague_05,Vague But Relevant,Metadata Sparse,6,session_013,2.8332525979065672
loose,vague_05,Vague But Relevant,Metadata Sparse,7,session_020,2.8332525979065672
loose,vague_05,Vague But Relevant,Metadata Sparse,8,session_037,2.8332525979065672
loose,vague_05,Vague But Relevant,Metadata Sparse,9,session_012,2.819622072473995
loose,vague_05,Vague But Relevant,Metadata Sparse,10,session_031,2.819622072473995
loose,vague_05,Vague But Relevant,Dense Retriever,1,session_063,0.8380082249641418
loose,vague_05,Vague But Relevant,Dense Retriever,2,session_013,0.837585985660553
loose,vague_05,Vague But Relevant,Dense Retriever,3,session_076,0.8374490737915039
loose,vague_05,Vague But Relevant,Dense Retriever,4,session_030,0.8371785879135132
loose,vague_05,Vague But Relevant,Dense Retriever,5,session_022,0.8368946313858032
loose,vague_05,Vague But Relevant,Dense Retriever,6,session_049,0.8367660045623779
loose,vague_05,Vague But Relevant,Dense Retriever,7,session_029,0.836550235748291
loose,vague_05,Vague But Relevant,Dense Retriever,8,session_020,0.8358984589576721
loose,vague_05,Vague But Relevant,Dense Retriever,9,session_067,0.8358976244926453
loose,vague_05,Vague But Relevant,Dense Retriever,10,session_037,0.8356271982192993
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,1,session_013,0.015646092258995485
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,2,session_030,0.015178675783076205
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,3,session_020,0.015156007293847506
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,4,session_019,0.0140625
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,5,session_012,0.013943431510051426
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,6,session_031,0.012857142857142857
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,7,session_022,0.009871794871794874
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,8,session_029,0.009580772607550483
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,9,session_010,0.009016393442622951
loose,vague_05,Vague But Relevant,Dynamic Hybrid RRF,10,session_025,0.008208955223880597
loose,other_sport_01,Out-of-Scope (Other Sport),Metadata Sparse,1,session_010,-1.0452164984557348
